source target weight
32095 97058 1.0
32095 97059 1.0
32096 97060 1.0
32096 97061 1.0
32097 97062 1.0
32097 97063 1.0
32097 97064 1.0
32098 97065 1.0
32098 97066 1.0
32098 97067 1.0
32099 97068 1.0
32099 97069 1.0
32099 97070 1.0
32100 97071 1.0
32100 97072 1.0
32100 97073 1.0
32101 97074 1.0
32101 97075 1.0
32101 97076 1.0
32102 97077 1.0
32102 97078 1.0
32102 97079 1.0
32103 97080 1.0
32103 97081 1.0
32104 97082 1.0
32104 97083 1.0
32104 97084 1.0
32105 97085 1.0
32105 97086 1.0
32105 97087 1.0
32106 97088 1.0
32106 97089 1.0
32106 97090 1.0
32107 97091 1.0
32107 97092 1.0
32107 97093 1.0
32108 97094 1.0
32108 97095 1.0
32109 97096 1.0
32109 97097 1.0
32109 97098 1.0
32110 97099 1.0
32110 97100 1.0
32110 97101 1.0
32111 97102 1.0
32111 97103 1.0
32111 97104 1.0
32112 97105 1.0
32112 97106 1.0
32112 97107 1.0
32112 97108 1.0
32112 97109 1.0
32113 97110 1.0
32113 97111 1.0
32113 97112 1.0
32113 97113 1.0
32114 97114 1.0
32114 97115 1.0
32115 97116 1.0
32115 97117 1.0
32115 97118 1.0
32115 97119 1.0
32116 97120 1.0
32116 97121 1.0
32116 97122 1.0
32117 97123 1.0
32117 97124 1.0
32117 97125 1.0
32118 97126 1.0
32118 97127 1.0
32118 97128 1.0
32119 97129 1.0
32119 97130 1.0
32119 97131 1.0
32120 97132 1.0
32120 97133 1.0
32120 97134 1.0
32121 97135 1.0
32121 97136 1.0
32121 97137 1.0
32122 97138 1.0
32122 97139 1.0
32123 97140 1.0
32123 97141 1.0
32123 97142 1.0
32124 97143 1.0
32124 97144 1.0
32125 97145 1.0
32125 97146 1.0
32125 97147 1.0
32126 97148 1.0
32126 97149 1.0
32126 97150 1.0
32127 97151 1.0
32127 97152 1.0
32127 97153 1.0
32128 97154 1.0
32128 97155 1.0
32128 97156 1.0
32128 97157 1.0
32129 97158 1.0
32129 97159 1.0
32129 97160 1.0
32130 97161 1.0
32130 97162 1.0
32130 97163 1.0
32130 97164 1.0
32131 97165 1.0
32131 97166 1.0
32132 97167 1.0
32132 97168 1.0
32132 97169 1.0
32133 97170 1.0
32133 97171 1.0
32133 97172 1.0
32134 97173 1.0
32134 97174 1.0
32134 97175 1.0
32135 97176 1.0
32135 97177 1.0
32135 97178 1.0
32136 97179 1.0
32136 97180 1.0
32136 97181 1.0
32137 97182 1.0
32137 97183 1.0
32137 97184 1.0
32138 97185 1.0
32138 97186 1.0
32138 97187 1.0
32138 97188 1.0
32138 97189 1.0
32139 97190 1.0
32139 97191 1.0
32139 97192 1.0
32140 97193 1.0
32140 97194 1.0
32140 97195 1.0
32141 97196 1.0
32141 97197 1.0
32142 97198 1.0
32142 97199 1.0
32142 97200 1.0
32142 97201 1.0
32142 97202 1.0
32143 97203 1.0
32143 97204 1.0
32143 97205 1.0
32144 97206 1.0
32144 97207 1.0
32144 97208 1.0
32145 97209 1.0
32145 97210 1.0
32145 97211 1.0
32146 97212 1.0
32146 97213 1.0
32146 97214 1.0
32147 97215 1.0
32147 97216 1.0
32147 97217 1.0
32148 97218 1.0
32148 97219 1.0
32148 97220 1.0
32149 97221 1.0
32149 97222 1.0
32150 97223 1.0
32150 97224 1.0
32150 97225 1.0
32151 97226 1.0
32151 97227 1.0
32151 97228 1.0
32152 97229 1.0
32152 97230 1.0
32152 97231 1.0
32153 97232 1.0
32153 97233 1.0
32153 97234 1.0
32154 97235 1.0
32154 97236 1.0
32154 97237 1.0
32155 97238 1.0
32155 97239 1.0
32156 97240 1.0
32156 97241 1.0
32156 97242 1.0
32156 97243 1.0
32157 97244 1.0
32157 97245 1.0
32157 97246 1.0
32158 97247 1.0
32158 97248 1.0
32159 97249 1.0
32159 97250 1.0
32159 97251 1.0
32160 97252 1.0
32160 97253 1.0
32160 97254 1.0
32161 97255 1.0
32161 97256 1.0
32162 97257 1.0
32162 97258 1.0
32162 97259 1.0
32163 97260 1.0
32163 97261 1.0
32163 97262 1.0
32163 97263 1.0
32163 97264 1.0
32164 97265 1.0
32164 97266 1.0
32164 97267 1.0
32164 97268 1.0
32165 97269 1.0
32165 97270 1.0
32165 97271 1.0
32165 97272 1.0
32165 97273 1.0
32166 97274 1.0
32166 97275 1.0
32166 97276 1.0
32167 97277 1.0
32167 97278 1.0
32167 97279 1.0
32168 97280 1.0
32168 97281 1.0
32169 97282 1.0
32169 97283 1.0
32169 97284 1.0
32170 97285 1.0
32170 97286 1.0
32170 97287 1.0
32171 97288 1.0
32171 97289 1.0
32171 97290 1.0
32172 97291 1.0
32172 97292 1.0
32172 97293 1.0
32173 97294 1.0
32173 97295 1.0
32173 97296 1.0
32174 97297 1.0
32174 97298 1.0
32174 97299 1.0
32175 97300 1.0
32175 97301 1.0
32175 97302 1.0
32176 97303 1.0
32176 97304 1.0
32177 97305 1.0
32177 97306 1.0
32177 97307 1.0
32178 97308 1.0
32178 97309 1.0
32178 97310 1.0
32179 97311 1.0
32179 97312 1.0
32179 97313 1.0
32180 97314 1.0
32180 97315 1.0
32180 97316 1.0
32181 97317 1.0
32181 97318 1.0
32181 97319 1.0
32182 97320 1.0
32182 97321 1.0
32182 97322 1.0
32183 97323 1.0
32183 97324 1.0
32183 97325 1.0
32184 97326 1.0
32184 97327 1.0
32184 97328 1.0
32184 97329 1.0
32185 97330 1.0
32185 97331 1.0
32186 97332 1.0
32186 97333 1.0
32186 97334 1.0
32187 97335 1.0
32187 97336 1.0
32187 97337 1.0
32188 97338 1.0
32188 97339 1.0
32188 97340 1.0
32189 97341 1.0
32189 97342 1.0
32189 97343 1.0
32190 97344 1.0
32190 97345 1.0
32190 97346 1.0
32190 97347 1.0
32190 97348 1.0
32191 97349 1.0
32191 97350 1.0
32191 97351 1.0
32192 97352 1.0
32192 97353 1.0
32192 97354 1.0
32193 97355 1.0
32193 97356 1.0
32194 97357 1.0
32194 97358 1.0
32194 97359 1.0
32194 97360 1.0
32195 97361 1.0
32195 97362 1.0
32195 97363 1.0
32196 97364 1.0
32196 97365 1.0
32196 97366 1.0
32196 97367 1.0
32197 97368 1.0
32197 97369 1.0
32197 97370 1.0
32198 97371 1.0
32198 97372 1.0
32198 97373 1.0
32199 97374 1.0
32199 97375 1.0
32199 97376 1.0
32200 97377 1.0
32200 97378 1.0
32200 97379 1.0
32201 97380 1.0
32201 97381 1.0
32202 97382 1.0
32202 97383 1.0
32202 97384 1.0
32203 97385 1.0
32203 97386 1.0
32203 97387 1.0
32204 97388 1.0
32204 97389 1.0
32204 97390 1.0
32205 97391 1.0
32205 97392 1.0
32205 97393 1.0
32206 97394 1.0
32206 97395 1.0
32206 97396 1.0
32207 97397 1.0
32207 97398 1.0
32208 97399 1.0
32208 97400 1.0
32208 97401 1.0
32209 97402 1.0
32209 97403 1.0
32209 97404 1.0
32209 97405 1.0
32210 97406 1.0
32210 97407 1.0
32210 97408 1.0
32211 97409 1.0
32211 97410 1.0
32212 97411 1.0
32212 97412 1.0
32212 97413 1.0
32213 97414 1.0
32213 97415 1.0
32213 97416 1.0
32214 97417 1.0
32214 97418 1.0
32214 97419 1.0
32214 97420 1.0
32215 97421 1.0
32215 97422 1.0
32215 97423 1.0
32215 97424 1.0
32215 97425 1.0
32216 97426 1.0
32216 97427 1.0
32216 97428 1.0
32216 97429 1.0
32216 97430 1.0
32217 97431 1.0
32217 97432 1.0
32217 97433 1.0
32217 97434 1.0
32217 97435 1.0
32218 97436 1.0
32218 97437 1.0
32218 97438 1.0
32219 97439 1.0
32220 97440 1.0
32220 97441 1.0
32220 97442 1.0
32220 97443 1.0
32221 97444 1.0
32221 97445 1.0
32221 97446 1.0
32222 97447 1.0
32222 97448 1.0
32222 97449 1.0
32223 97450 1.0
32223 97451 1.0
32223 97452 1.0
32224 97453 1.0
32224 97454 1.0
32224 97455 1.0
32225 97456 1.0
32225 97457 1.0
32225 97458 1.0
32226 97459 1.0
32226 97460 1.0
32226 97461 1.0
32227 97462 1.0
32227 97463 1.0
32227 97464 1.0
32228 97465 1.0
32228 97466 1.0
32229 97467 1.0
32229 97468 1.0
32229 97469 1.0
32230 97470 1.0
32230 97471 1.0
32230 97472 1.0
32231 97473 1.0
32231 97474 1.0
32231 97475 1.0
32232 97476 1.0
32232 97477 1.0
32232 97478 1.0
32233 97479 1.0
32233 97480 1.0
32233 97481 1.0
32234 97482 1.0
32234 97483 1.0
32234 97484 1.0
32235 97485 1.0
32235 97486 1.0
32235 97487 1.0
32236 97488 1.0
32236 97489 1.0
32236 97490 1.0
32237 97491 1.0
32237 97492 1.0
32237 97493 1.0
32238 97494 1.0
32238 97495 1.0
32238 97496 1.0
32239 97497 1.0
32239 97498 1.0
32239 97499 1.0
32240 97500 1.0
32240 97501 1.0
32240 97502 1.0
32240 97503 1.0
32241 97504 1.0
32241 97505 1.0
32241 97506 1.0
32242 97507 1.0
32242 97508 1.0
32242 97509 1.0
32242 97510 1.0
32242 97511 1.0
32243 97512 1.0
32243 97513 1.0
32243 97514 1.0
32243 97515 1.0
32244 97516 1.0
32244 97517 1.0
32244 97518 1.0
32244 97519 1.0
32244 97520 1.0
32245 97521 1.0
32245 97522 1.0
32245 97523 1.0
32245 97524 1.0
32245 97525 1.0
32245 97526 1.0
32246 97527 1.0
32246 97528 1.0
32246 97529 1.0
32246 97530 1.0
32246 97531 1.0
32246 97532 1.0
32247 97533 1.0
32247 97534 1.0
32247 97535 1.0
32247 97536 1.0
32248 97537 1.0
32248 97538 1.0
32249 97539 1.0
32249 97540 1.0
32249 97541 1.0
32249 97542 1.0
32250 97543 1.0
32250 97544 1.0
32250 97545 1.0
32251 97546 1.0
32251 97547 1.0
32251 97548 1.0
32252 97549 1.0
32252 97550 1.0
32252 97551 1.0
32253 97552 1.0
32253 97553 1.0
32253 97554 1.0
32254 97555 1.0
32254 97556 1.0
32254 97557 1.0
32255 97558 1.0
32255 97559 1.0
32256 97560 1.0
32256 97561 1.0
32256 97562 1.0
32257 97563 1.0
32257 97564 1.0
32257 97565 1.0
32258 97566 1.0
32258 97567 1.0
32258 97568 1.0
32259 97569 1.0
32259 97570 1.0
32259 97571 1.0
32260 97572 1.0
32260 97573 1.0
32260 97574 1.0
32261 97575 1.0
32261 97576 1.0
32261 97577 1.0
32262 97578 1.0
32262 97579 1.0
32262 97580 1.0
32263 97581 1.0
32263 97582 1.0
32263 97583 1.0
32264 97584 1.0
32264 97585 1.0
32264 97586 1.0
32265 97587 1.0
32265 97588 1.0
32265 97589 1.0
32266 97590 1.0
32266 97591 1.0
32266 97592 1.0
32267 97593 1.0
32267 97594 1.0
32267 97595 1.0
32267 97596 1.0
32268 97597 1.0
32268 97598 1.0
32268 97599 1.0
32269 97600 1.0
32269 97601 1.0
32270 97602 1.0
32270 97603 1.0
32270 97604 1.0
32271 97605 1.0
32271 97606 1.0
32271 97607 1.0
32272 97608 1.0
32272 97609 1.0
32273 97610 1.0
32273 97611 1.0
32273 97612 1.0
32273 97613 1.0
32274 97614 1.0
32274 97615 1.0
32274 97616 1.0
32274 97617 1.0
32274 97618 1.0
32274 97619 1.0
32275 97620 1.0
32275 97621 1.0
32275 97622 1.0
32275 97623 1.0
32276 97624 1.0
32276 97625 1.0
32276 97626 1.0
32276 97627 1.0
32277 97628 1.0
32277 97629 1.0
32277 97630 1.0
32277 97631 1.0
32277 97632 1.0
32277 97633 1.0
32278 97634 1.0
32278 97635 1.0
32278 97636 1.0
32278 97637 1.0
32279 97638 1.0
32279 97639 1.0
32279 97640 1.0
32279 97641 1.0
32279 97642 1.0
32280 97643 1.0
32280 97644 1.0
32280 97645 1.0
32281 97646 1.0
32281 97647 1.0
32281 97648 1.0
32282 97649 1.0
32282 97650 1.0
32282 97651 1.0
32283 97652 1.0
32283 97653 1.0
32284 97654 1.0
32284 97655 1.0
32284 97656 1.0
32284 97657 1.0
32285 97658 1.0
32285 97659 1.0
32285 97660 1.0
32286 97661 1.0
32286 97662 1.0
32286 97663 1.0
32287 97664 1.0
32287 97665 1.0
32287 97666 1.0
32288 97667 1.0
32288 97668 1.0
32288 97669 1.0
32289 97670 1.0
32289 97671 1.0
32289 97672 1.0
32290 97673 1.0
32290 97674 1.0
32291 97675 1.0
32291 97676 1.0
32291 97677 1.0
32292 97678 1.0
32292 97679 1.0
32292 97680 1.0
32293 97681 1.0
32293 97682 1.0
32293 97683 1.0
32294 97684 1.0
32294 97685 1.0
32294 97686 1.0
32295 97687 1.0
32295 97688 1.0
32295 97689 1.0
32296 97690 1.0
32296 97691 1.0
32296 97692 1.0
32297 97693 1.0
32297 97694 1.0
32297 97695 1.0
32298 97696 1.0
32298 97697 1.0
32298 97698 1.0
32299 97699 1.0
32299 97700 1.0
32299 97701 1.0
32300 97702 1.0
32300 97703 1.0
32300 97704 1.0
32301 97705 1.0
32301 97706 1.0
32302 97707 1.0
32302 97708 1.0
32302 97709 1.0
32302 97710 1.0
32303 97711 1.0
32303 97712 1.0
32303 97713 1.0
32304 97714 1.0
32304 97715 1.0
32304 97716 1.0
32305 97717 1.0
32305 97718 1.0
32305 97719 1.0
32305 97720 1.0
32306 97721 1.0
32306 97722 1.0
32306 97723 1.0
32306 97724 1.0
32306 97725 1.0
32307 97726 1.0
32307 97727 1.0
32307 97728 1.0
32307 97729 1.0
32307 97730 1.0
32308 97731 1.0
32308 97732 1.0
32308 97733 1.0
32308 97734 1.0
32309 97735 1.0
32309 97736 1.0
32309 97737 1.0
32309 97738 1.0
32309 97739 1.0
32309 97740 1.0
32310 97741 1.0
32310 97742 1.0
32310 97743 1.0
32311 97744 1.0
32311 97745 1.0
32311 97746 1.0
32312 97747 1.0
32312 97748 1.0
32312 97749 1.0
32312 97750 1.0
32312 97751 1.0
32313 97752 1.0
32313 97753 1.0
32313 97754 1.0
32313 97755 1.0
32313 97756 1.0
32314 97757 1.0
32314 97758 1.0
32314 97759 1.0
32314 97760 1.0
32315 97761 1.0
32315 97762 1.0
32315 97763 1.0
32315 97764 1.0
32315 97765 1.0
32316 97766 1.0
32316 97767 1.0
32316 97768 1.0
32317 97769 1.0
32317 97770 1.0
32317 97771 1.0
32318 97772 1.0
32318 97773 1.0
32318 97774 1.0
32319 97775 1.0
32319 97776 1.0
32319 97777 1.0
32320 97778 1.0
32320 97779 1.0
32320 97780 1.0
32321 97781 1.0
32321 97782 1.0
32321 97783 1.0
32322 97784 1.0
32322 97785 1.0
32322 97786 1.0
32323 97787 1.0
32323 97788 1.0
32323 97789 1.0
32324 97790 1.0
32324 97791 1.0
32325 97792 1.0
32325 97793 1.0
32325 97794 1.0
32325 97795 1.0
32326 97796 1.0
32326 97797 1.0
32326 97798 1.0
32327 97799 1.0
32327 97800 1.0
32327 97801 1.0
32328 97802 1.0
32328 97803 1.0
32328 97804 1.0
32329 97805 1.0
32329 97806 1.0
32329 97807 1.0
32330 97808 1.0
32330 97809 1.0
32330 97810 1.0
32331 97811 1.0
32331 97812 1.0
32332 97813 1.0
32332 97814 1.0
32332 97815 1.0
32333 97816 1.0
32333 97817 1.0
32333 97818 1.0
32334 97819 1.0
32334 97820 1.0
32335 97821 1.0
32335 97822 1.0
32335 97823 1.0
32336 97824 1.0
32336 97825 1.0
32336 97826 1.0
32337 97827 1.0
32337 97828 1.0
32337 97829 1.0
32338 97830 1.0
32338 97831 1.0
32338 97832 1.0
32339 97833 1.0
32339 97834 1.0
32339 97835 1.0
32340 97836 1.0
32340 97837 1.0
32340 97838 1.0
32341 97839 1.0
32341 97840 1.0
32341 97841 1.0
32342 97842 1.0
32342 97843 1.0
32342 97844 1.0
32343 97845 1.0
32343 97846 1.0
32343 97847 1.0
32344 97848 1.0
32344 97849 1.0
32345 97850 1.0
32345 97851 1.0
32345 97852 1.0
32346 97853 1.0
32346 97854 1.0
32346 97855 1.0
32347 97856 1.0
32347 97857 1.0
32347 97858 1.0
32347 97859 1.0
32348 97860 1.0
32348 97861 1.0
32348 97862 1.0
32348 97863 1.0
32348 97864 1.0
32349 97865 1.0
32349 97866 1.0
32349 97867 1.0
32349 97868 1.0
32349 97869 1.0
32350 97870 1.0
32350 97871 1.0
32350 97872 1.0
32350 97873 1.0
32350 97874 1.0
32351 97875 1.0
32351 97876 1.0
32351 97877 1.0
32351 97878 1.0
32351 97879 1.0
32352 97880 1.0
32352 97881 1.0
32352 97882 1.0
32353 97883 1.0
32353 97884 1.0
32354 97885 1.0
32354 97886 1.0
32354 97887 1.0
32354 97888 1.0
32355 97889 1.0
32355 97890 1.0
32355 97891 1.0
32356 97892 1.0
32356 97893 1.0
32356 97894 1.0
32357 97895 1.0
32357 97896 1.0
32357 97897 1.0
32358 97898 1.0
32358 97899 1.0
32358 97900 1.0
32359 97901 1.0
32359 97902 1.0
32359 97903 1.0
32359 97904 1.0
32359 97905 1.0
32360 97906 1.0
32360 97907 1.0
32360 97908 1.0
32360 97909 1.0
32361 97910 1.0
32361 97911 1.0
32361 97912 1.0
32361 97913 1.0
32361 97914 1.0
32362 97915 1.0
32362 97916 1.0
32362 97917 1.0
32362 97918 1.0
32362 97919 1.0
32362 97920 1.0
32363 97921 1.0
32363 97922 1.0
32363 97923 1.0
32364 97924 1.0
32364 97925 1.0
32364 97926 1.0
32365 97927 1.0
32365 97928 1.0
32365 97929 1.0
32366 97930 1.0
32366 97931 1.0
32366 97932 1.0
32367 97933 1.0
32367 97934 1.0
32367 97935 1.0
32368 97936 1.0
32368 97937 1.0
32369 97938 1.0
32369 97939 1.0
32369 97940 1.0
32370 97941 1.0
32370 97942 1.0
32370 97943 1.0
32371 97944 1.0
32371 97945 1.0
32372 97946 1.0
32372 97947 1.0
32372 97948 1.0
32372 97949 1.0
32372 97950 1.0
32373 97951 1.0
32373 97952 1.0
32373 97953 1.0
32374 97954 1.0
32374 97955 1.0
32374 97956 1.0
32375 97957 1.0
32375 97958 1.0
32376 97959 1.0
32376 97960 1.0
32376 97961 1.0
32377 97962 1.0
32377 97963 1.0
32377 97964 1.0
32378 97965 1.0
32378 97966 1.0
32378 97967 1.0
32379 97968 1.0
32379 97969 1.0
32379 97970 1.0
32380 97971 1.0
32380 97972 1.0
32380 97973 1.0
32381 97974 1.0
32381 97975 1.0
32382 97976 1.0
32382 97977 1.0
32382 97978 1.0
32383 97979 1.0
32383 97980 1.0
32383 97981 1.0
32384 97982 1.0
32384 97983 1.0
32384 97984 1.0
32385 97985 1.0
32385 97986 1.0
32385 97987 1.0
32386 97988 1.0
32386 97989 1.0
32386 97990 1.0
32387 97991 1.0
32387 97992 1.0
32387 97993 1.0
32388 97994 1.0
32388 97995 1.0
32388 97996 1.0
32389 97997 1.0
32389 97998 1.0
32389 97999 1.0
32390 98000 1.0
32390 98001 1.0
32390 98002 1.0
32391 98003 1.0
32391 98004 1.0
32391 98005 1.0
32392 98006 1.0
32392 98007 1.0
32392 98008 1.0
32393 98009 1.0
32393 98010 1.0
32393 98011 1.0
32394 98012 1.0
32394 98013 1.0
32394 98014 1.0
32395 98015 1.0
32395 98016 1.0
32396 98017 1.0
32396 98018 1.0
32396 98019 1.0
32396 98020 1.0
32396 98021 1.0
32397 98022 1.0
32397 98023 1.0
32397 98024 1.0
32398 98025 1.0
32398 98026 1.0
32398 98027 1.0
32398 98028 1.0
32398 98029 1.0
32398 98030 1.0
32399 98031 1.0
32399 98032 1.0
32399 98033 1.0
32400 98034 1.0
32400 98035 1.0
32400 98036 1.0
32401 98037 1.0
32401 98038 1.0
32401 98039 1.0
32402 98040 1.0
32402 98041 1.0
32402 98042 1.0
32403 98043 1.0
32403 98044 1.0
32403 98045 1.0
32404 98046 1.0
32404 98047 1.0
32404 98048 1.0
32404 98049 1.0
32405 98050 1.0
32405 98051 1.0
32405 98052 1.0
32406 98053 1.0
32406 98054 1.0
32406 98055 1.0
32407 98056 1.0
32407 98057 1.0
32407 98058 1.0
32408 98059 1.0
32408 98060 1.0
32408 98061 1.0
32409 98062 1.0
32409 98063 1.0
32409 98064 1.0
32410 98065 1.0
32410 98066 1.0
32410 98067 1.0
32410 98068 1.0
32411 98069 1.0
32411 98070 1.0
32411 98071 1.0
32411 98072 1.0
32412 98073 1.0
32412 98074 1.0
32412 98075 1.0
32412 98076 1.0
32412 98077 1.0
32413 98078 1.0
32413 98079 1.0
32413 98080 1.0
32413 98081 1.0
32413 98082 1.0
32413 98083 1.0
32414 98084 1.0
32414 98085 1.0
32414 98086 1.0
32414 98087 1.0
32415 98088 1.0
32415 98089 1.0
32415 98090 1.0
32416 98091 1.0
32416 98092 1.0
32416 98093 1.0
32416 98094 1.0
32417 98095 1.0
32417 98096 1.0
32417 98097 1.0
32418 98098 1.0
32418 98099 1.0
32419 98100 1.0
32419 98101 1.0
32419 98102 1.0
32420 98103 1.0
32421 98104 1.0
32421 98105 1.0
32421 98106 1.0
32421 98107 1.0
32422 98108 1.0
32422 98109 1.0
32422 98110 1.0
32422 98111 1.0
32423 98112 1.0
32423 98113 1.0
32424 98114 1.0
32424 98115 1.0
32424 98116 1.0
32425 98117 1.0
32425 98118 1.0
32426 98119 1.0
32426 98120 1.0
32426 98121 1.0
32426 98122 1.0
32427 98123 1.0
32427 98124 1.0
32427 98125 1.0
32428 98126 1.0
32428 98127 1.0
32429 98128 1.0
32429 98129 1.0
32429 98130 1.0
32430 98131 1.0
32430 98132 1.0
32430 98133 1.0
32431 98134 1.0
32431 98135 1.0
32431 98136 1.0
32432 98137 1.0
32432 98138 1.0
32432 98139 1.0
32432 98140 1.0
32433 98141 1.0
32433 98142 1.0
32433 98143 1.0
32434 98144 1.0
32434 98145 1.0
32434 98146 1.0
32435 98147 1.0
32435 98148 1.0
32435 98149 1.0
32436 98150 1.0
32436 98151 1.0
32436 98152 1.0
32437 98153 1.0
32437 98154 1.0
32437 98155 1.0
32438 98156 1.0
32438 98157 1.0
32438 98158 1.0
32439 98159 1.0
32439 98160 1.0
32439 98161 1.0
32439 98162 1.0
32440 98163 1.0
32440 98164 1.0
32440 98165 1.0
32441 98166 1.0
32441 98167 1.0
32441 98168 1.0
32441 98169 1.0
32441 98170 1.0
32442 98171 1.0
32442 98172 1.0
32442 98173 1.0
32442 98174 1.0
32443 98175 1.0
32443 98176 1.0
32443 98177 1.0
32444 98178 1.0
32444 98179 1.0
32444 98180 1.0
32445 98181 1.0
32445 98182 1.0
32445 98183 1.0
32446 98184 1.0
32446 98185 1.0
32446 98186 1.0
32447 98187 1.0
32447 98188 1.0
32447 98189 1.0
32448 98190 1.0
32448 98191 1.0
32448 98192 1.0
32449 98193 1.0
32449 98194 1.0
32449 98195 1.0
32450 98196 1.0
32450 98197 1.0
32450 98198 1.0
32451 98199 1.0
32451 98200 1.0
32451 98201 1.0
32452 98202 1.0
32452 98203 1.0
32452 98204 1.0
32453 98205 1.0
32453 98206 1.0
32453 98207 1.0
32454 98208 1.0
32454 98209 1.0
32454 98210 1.0
32455 98211 1.0
32455 98212 1.0
32455 98213 1.0
32456 98214 1.0
32456 98215 1.0
32456 98216 1.0
32457 98217 1.0
32457 98218 1.0
32457 98219 1.0
32457 98220 1.0
32457 98221 1.0
32458 98222 1.0
32458 98223 1.0
32458 98224 1.0
32458 98225 1.0
32458 98226 1.0
32459 98227 1.0
32459 98228 1.0
32459 98229 1.0
32460 98230 1.0
32460 98231 1.0
32460 98232 1.0
32460 98233 1.0
32460 98234 1.0
32460 98235 1.0
32461 98236 1.0
32461 98237 1.0
32461 98238 1.0
32461 98239 1.0
32462 98240 1.0
32462 98241 1.0
32462 98242 1.0
32462 98243 1.0
32462 98244 1.0
32463 98245 1.0
32463 98246 1.0
32463 98247 1.0
32464 98248 1.0
32464 98249 1.0
32464 98250 1.0
32465 98251 1.0
32465 98252 1.0
32465 98253 1.0
32466 98254 1.0
32466 98255 1.0
32466 98256 1.0
32467 98257 1.0
32467 98258 1.0
32467 98259 1.0
32468 98260 1.0
32468 98261 1.0
32468 98262 1.0
32469 98263 1.0
32469 98264 1.0
32469 98265 1.0
32470 98266 1.0
32470 98267 1.0
32470 98268 1.0
32471 98269 1.0
32471 98270 1.0
32471 98271 1.0
32471 98272 1.0
32472 98273 1.0
32473 98274 1.0
32473 98275 1.0
32473 98276 1.0
32473 98277 1.0
32474 98278 1.0
32474 98279 1.0
32474 98280 1.0
32474 98281 1.0
32475 98282 1.0
32475 98283 1.0
32475 98284 1.0
32476 98285 1.0
32476 98286 1.0
32476 98287 1.0
32477 98288 1.0
32477 98289 1.0
32477 98290 1.0
32478 98291 1.0
32478 98292 1.0
32479 98293 1.0
32479 98294 1.0
32479 98295 1.0
32480 98296 1.0
32480 98297 1.0
32480 98298 1.0
32481 98299 1.0
32481 98300 1.0
32481 98301 1.0
32482 98302 1.0
32482 98303 1.0
32482 98304 1.0
32483 98305 1.0
32483 98306 1.0
32483 98307 1.0
32484 98308 1.0
32484 98309 1.0
32484 98310 1.0
32485 98311 1.0
32485 98312 1.0
32485 98313 1.0
32486 98314 1.0
32486 98315 1.0
32486 98316 1.0
32487 98317 1.0
32487 98318 1.0
32487 98319 1.0
32488 98320 1.0
32488 98321 1.0
32488 98322 1.0
32489 98323 1.0
32489 98324 1.0
32489 98325 1.0
32490 98326 1.0
32490 98327 1.0
32490 98328 1.0
32491 98329 1.0
32491 98330 1.0
32491 98331 1.0
32492 98332 1.0
32492 98333 1.0
32492 98334 1.0
32492 98335 1.0
32493 98336 1.0
32493 98337 1.0
32493 98338 1.0
32494 98339 1.0
32494 98340 1.0
32494 98341 1.0
32495 98342 1.0
32495 98343 1.0
32495 98344 1.0
32495 98345 1.0
32495 98346 1.0
32496 98347 1.0
32496 98348 1.0
32496 98349 1.0
32496 98350 1.0
32497 98351 1.0
32497 98352 1.0
32497 98353 1.0
32497 98354 1.0
32498 98355 1.0
32498 98356 1.0
32498 98357 1.0
32499 98358 1.0
32499 98359 1.0
32500 98360 1.0
32500 98361 1.0
32500 98362 1.0
32500 98363 1.0
32501 98364 1.0
32501 98365 1.0
32501 98366 1.0
32502 98367 1.0
32502 98368 1.0
32502 98369 1.0
32503 98370 1.0
32503 98371 1.0
32504 98372 1.0
32504 98373 1.0
32504 98374 1.0
32504 98375 1.0
32505 98376 1.0
32505 98377 1.0
32505 98378 1.0
32506 98379 1.0
32506 98380 1.0
32506 98381 1.0
32507 98382 1.0
32507 98383 1.0
32507 98384 1.0
32508 98385 1.0
32508 98386 1.0
32508 98387 1.0
32509 98388 1.0
32509 98389 1.0
32509 98390 1.0
32510 98391 1.0
32510 98392 1.0
32510 98393 1.0
32511 98394 1.0
32511 98395 1.0
32512 98396 1.0
32512 98397 1.0
32512 98398 1.0
32513 98399 1.0
32513 98400 1.0
32513 98401 1.0
32514 98402 1.0
32514 98403 1.0
32514 98404 1.0
32515 98405 1.0
32515 98406 1.0
32515 98407 1.0
32515 98408 1.0
32516 98409 1.0
32516 98410 1.0
32516 98411 1.0
32516 98412 1.0
32516 98413 1.0
32516 98414 1.0
32517 98415 1.0
32517 98416 1.0
32517 98417 1.0
32518 98418 1.0
32518 98419 1.0
32518 98420 1.0
32519 98421 1.0
32519 98422 1.0
32519 98423 1.0
32520 98424 1.0
32520 98425 1.0
32520 98426 1.0
32520 98427 1.0
32521 98428 1.0
32521 98429 1.0
32521 98430 1.0
32521 98431 1.0
32522 98432 1.0
32522 98433 1.0
32522 98434 1.0
32523 98435 1.0
32523 98436 1.0
32523 98437 1.0
32524 98438 1.0
32524 98439 1.0
32525 98440 1.0
32525 98441 1.0
32525 98442 1.0
32526 98443 1.0
32526 98444 1.0
32526 98445 1.0
32526 98446 1.0
32527 98447 1.0
32527 98448 1.0
32527 98449 1.0
32528 98450 1.0
32529 98451 1.0
32529 98452 1.0
32529 98453 1.0
32530 98454 1.0
32530 98455 1.0
32530 98456 1.0
